Isolate	Chromosome	Region	Start	End	Most similar known cluster	Similarity	Type	Type_broad
70_15	6	6.7	3146183	3213794	no_known_similarity	NA	T1PKS	Polyketide
70_15	6	6.8	3424736	3515814	no_known_similarity	NA	fungal-RiPP-like	Other
70_15	7	7.1	1848896	1909590	no_known_similarity	NA	T1PKS	Polyketide
70_15	7	7.2	2173154	2228812	no_known_similarity	NA	NRPS-like	NRP
70_15	7	7.3	3056926	3122935	no_known_similarity	NA	T1PKS	Polyketide
70_15	7	7.4	3273342	3345155	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
70_15	supercont8.8	8.1	286056	379168	no_known_similarity	NA	fungal-RiPP-like	Other
70_15	supercont8.8	8.2	432913	498107	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr1_con2	2.1	38107	65589	no_known_similarity	NA	terpene	Terpene
75A49	75A49_chr1_con2	2.2	963865	1031342	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr1_con2	2.3	1451331	1527648	no_known_similarity	NA	NRPS	NRP
75A49	75A49_chr1_con2	2.4	4032406	4139574	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
75A49	75A49_chr1_con2	2.5	4705123	4737830	clavaric acid	100	terpene	Terpene
75A49	75A49_chr1_con2	2.6	5496933	5560311	no_known_similarity	NA	NRPS-like	NRP
75A49	75A49_chr1_con6	6.1	68661	143695	no_known_similarity	NA	NRPS	NRP
75A49	75A49_chr1_con6	6.2	308774	402497	no_known_similarity	NA	fungal-RiPP-like	Other
75A49	75A49_chr1_con6	6.3	1014678	1076137	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr1_con6	6.4	2053788	2144082	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr2_con4	10.1	599390	660161	no_known_similarity	NA	T3PKS	Polyketide
75A49	75A49_chr2_con4	10.2	1239061	1365202	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
75A49	75A49_chr2_con4	10.3	1786871	1848895	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
75A49	75A49_chr2_con4	10.4	5884639	5946615	tenuazonic acid	75	NRPS	NRP_PKS
75A49	75A49_chr2_con4	10.5	6051274	6125856	no_known_similarity	NA	NRPS	NRP
75A49	75A49_chr2_con4	10.6	6283619	6346944	no_known_similarity	NA	NRPS-like	NRP
75A49	75A49_chr2_con5	11.1	915194	1006399	no_known_similarity	NA	fungal-RiPP-like	Other
75A49	75A49_chr2_con5	11.2	1600390	1654640	epipyriculol	58	T1PKS	Polyketide
75A49	75A49_chr2_con5	11.3	5671231	5733974	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
75A49	75A49_chr2_con5	11.4	6224610	6287631	scytalone/T3HN	60	T1PKS	Polyketide
75A49	75A49_chr2_con5	11.5	6995440	7156735	ACE1	82	NRPS,T1PKS	NRP_PKS
75A49	75A49_chr2_con5	11.6	7364309	7451651	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
75A49	75A49_chr4_con1	14.1	80668	107038	no_known_similarity	NA	terpene	Terpene
75A49	75A49_chr4_con1	14.2	2031073	2140043	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
75A49	75A49_chr4_con1	14.3	2182031	2250490	no_known_similarity	NA	NRPS	NRP
75A49	75A49_chr4_con1	14.4	2557430	2621272	choline	100	NRPS-like	NRP
75A49	75A49_chr4_con1	14.5	3540263	3571750	no_known_similarity	NA	indole	Indole
75A49	75A49_chr4_con1	14.6	4564781	4626793	no_known_similarity	NA	T3PKS	Polyketide
75A49	75A49_chr4_con1	14.7	4930727	4994842	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
75A49	75A49_chr4_con1	14.8	5159541	5225266	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr5_con1	15.1	1400564	1432209	no_known_similarity	NA	indole	Indole
75A49	75A49_chr5_con2	16.1	347954	379192	no_known_similarity	NA	terpene	Terpene
75A49	75A49_chr5_con3	17.1	489	26615	no_known_similarity	NA	indole	Indole
75A49	75A49_chr5_con3	17.2	39448	70836	no_known_similarity	NA	indole	Indole
75A49	75A49_chr5_con3	17.3	1079390	1142227	cercosporin	43	T1PKS	Polyketide
75A49	75A49_chr5_con3	17.4	1201993	1262814	no_known_similarity	NA	NRPS-like	NRP
75A49	75A49_chr5_con3	17.5	1596825	1687819	no_known_similarity	NA	fungal-RiPP-like	Other
75A49	75A49_chr5_con3	17.6	1703276	1797737	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr5_con3	17.7	1918282	1985721	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr5_con3	17.8	3269103	3341306	no_known_similarity	NA	NRPS	NRP
75A49	75A49_chr6_con2	19.1	216729	280545	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr6_con2	19.2	471798	536239	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
75A49	75A49_chr6_con2	19.3	572218	643325	no_known_similarity	NA	NRPS	NRP
75A49	75A49_chr6_con2	19.4	1921655	2060259	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
75A49	75A49_chr6_con2	19.5	2213178	2280771	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr6_con2	19.6	2510677	2601754	no_known_similarity	NA	fungal-RiPP-like	Other
75A49	75A49_chr7_con1	20.1	422239	537427	no_known_similarity	NA	fungal-RiPP-like	Other
75A49	75A49_chr7_con1	20.2	2440223	2500964	no_known_similarity	NA	T1PKS	Polyketide
75A49	75A49_chr7_con1	20.3	2767501	2823160	no_known_similarity	NA	NRPS-like	NRP
75A49	75A49_chr7_con1	20.4	3349699	3421512	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
75A49	75A49_chr7_con1	20.5	3584778	3652184	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont00	1.1	1803015	1863786	no_known_similarity	NA	T3PKS	Polyketide
83R_131B	83R_131B_cont00	1.2	2433830	2559951	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
83R_131B	83R_131B_cont00	1.3	2983193	3049488	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
83R_131B	83R_131B_cont00	1.4	7443617	7510387	scytalone/T3HN	60	T1PKS	Polyketide
83R_131B	83R_131B_cont01	2.1	198051	257209	no_known_similarity	NA	NRPS-like	NRP
83R_131B	83R_131B_cont01	2.2	427716	496761	no_known_similarity	NA	NRPS	NRP
83R_131B	83R_131B_cont01	2.3	665986	728319	tenuazonic acid	75	NRPS	NRP_PKS
83R_131B	83R_131B_cont01	2.4	860842	930875	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
83R_131B	83R_131B_cont01	2.5	5171595	5239380	epipyriculol	58	T1PKS	Polyketide
83R_131B	83R_131B_cont01	2.6	5770228	5861213	no_known_similarity	NA	fungal-RiPP-like	Other
83R_131B	83R_131B_cont02	3.1	716015	798833	no_known_similarity	NA	fungal-RiPP-like	Other
83R_131B	83R_131B_cont02	3.2	978078	1041261	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont02	3.3	1250101	1382224	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
83R_131B	83R_131B_cont02	3.4	2656782	2727421	no_known_similarity	NA	NRPS	NRP
83R_131B	83R_131B_cont02	3.5	2763870	2829700	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
83R_131B	83R_131B_cont02	3.6	2974475	3035248	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont02	3.7	3138524	3216283	no_known_similarity	NA	NRPS	NRP
83R_131B	83R_131B_cont02	3.8	3468745	3562468	no_known_similarity	NA	fungal-RiPP-like	Other
83R_131B	83R_131B_cont02	3.9	4238582	4292622	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont02	3.10	5246579	5350490	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont03	4.1	142603	172828	no_known_similarity	NA	terpene	Terpene
83R_131B	83R_131B_cont03	4.2	1560891	1637208	no_known_similarity	NA	NRPS	NRP
83R_131B	83R_131B_cont03	4.3	4219130	4328139	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
83R_131B	83R_131B_cont03	4.4	4893062	4925769	clavaric acid	100	terpene	Terpene
83R_131B	83R_131B_cont03	4.5	5773464	5837114	no_known_similarity	NA	NRPS-like	NRP
83R_131B	83R_131B_cont04	5.1	592777	653966	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont04	5.2	803390	903491	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
83R_131B	83R_131B_cont04	5.3	1131687	1193699	no_known_similarity	NA	T3PKS	Polyketide
83R_131B	83R_131B_cont04	5.4	2195251	2226507	no_known_similarity	NA	indole	Indole
83R_131B	83R_131B_cont04	5.5	3151578	3215420	choline	100	NRPS-like	NRP
83R_131B	83R_131B_cont04	5.6	3516763	3588947	no_known_similarity	NA	NRPS	NRP
83R_131B	83R_131B_cont04	5.7	3601497	3706939	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
83R_131B	83R_131B_cont04	5.8	5606785	5638261	no_known_similarity	NA	terpene	Terpene
83R_131B	83R_131B_cont05	6.1	151917	200202	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont05	6.2	521495	553140	no_known_similarity	NA	indole	Indole
83R_131B	83R_131B_cont05	6.3	1936476	1963361	no_known_similarity	NA	terpene	Terpene
83R_131B	83R_131B_cont05	6.4	2069318	2100556	no_known_similarity	NA	terpene	Terpene
83R_131B	83R_131B_cont05	6.5	3236818	3297908	cercosporin	43	T1PKS	Polyketide
83R_131B	83R_131B_cont05	6.6	3355401	3416135	no_known_similarity	NA	NRPS-like	NRP
83R_131B	83R_131B_cont05	6.7	3750872	3841866	no_known_similarity	NA	fungal-RiPP-like	Other
83R_131B	83R_131B_cont05	6.8	3863288	3955434	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont05	6.9	4067642	4135081	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont05	6.10	4745334	4817537	no_known_similarity	NA	NRPS	NRP
83R_131B	83R_131B_cont06	7.1	379835	472947	no_known_similarity	NA	fungal-RiPP-like	Other
83R_131B	83R_131B_cont06	7.2	2421950	2482692	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont06	7.3	2746201	2801861	no_known_similarity	NA	NRPS-like	NRP
83R_131B	83R_131B_cont06	7.4	3753034	3816212	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont06	7.5	3994335	4066148	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
83R_131B	83R_131B_cont07	8.1	127	39657	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont07	8.2	896802	1057751	ACE1	88	NRPS,T1PKS	NRP_PKS
83R_131B	83R_131B_cont07	8.3	1272267	1349327	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
83R_131B	83R_131B_cont07	8.4	1406723	1475088	no_known_similarity	NA	T1PKS	Polyketide
83R_131B	83R_131B_cont08	9.1	418915	466203	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_00	1.1	1857845	1918616	no_known_similarity	NA	T3PKS	Polyketide
85_141	85_141_cont_00	1.2	2488503	2614613	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
85_141	85_141_cont_00	1.3	3039509	3105804	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
85_141	85_141_cont_00	1.4	7504129	7567159	scytalone/T3HN	60	T1PKS	Polyketide
85_141	85_141_cont_00	1.5	9010083	9057268	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_01	2.1	1075881	1176400	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_01	2.2	2143039	2187237	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_01	2.3	2872370	2949864	no_known_similarity	NA	fungal-RiPP-like	Other
85_141	85_141_cont_01	2.4	3225158	3301082	no_known_similarity	NA	NRPS	NRP
85_141	85_141_cont_01	2.5	3405185	3468986	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_01	2.6	3613749	3680037	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
85_141	85_141_cont_01	2.7	3716008	3787063	no_known_similarity	NA	NRPS	NRP
85_141	85_141_cont_01	2.8	5064050	5194994	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
85_141	85_141_cont_01	2.9	5397712	5465305	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_01	2.10	6171898	6262974	no_known_similarity	NA	fungal-RiPP-like	Other
85_141	85_141_cont_02	3.1	179990	239147	no_known_similarity	NA	NRPS-like	NRP
85_141	85_141_cont_02	3.2	423655	489583	no_known_similarity	NA	NRPS	NRP
85_141	85_141_cont_02	3.3	564693	627018	tenuazonic acid	75	NRPS	NRP_PKS
85_141	85_141_cont_02	3.4	759483	829516	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
85_141	85_141_cont_02	3.5	4853097	4920882	epipyriculol	58	T1PKS	Polyketide
85_141	85_141_cont_02	3.6	5463841	5554826	no_known_similarity	NA	fungal-RiPP-like	Other
85_141	85_141_cont_03	4.1	158605	213216	no_known_similarity	NA	NRPS-like	NRP
85_141	85_141_cont_03	4.2	1069794	1093669	clavaric acid	100	terpene	Terpene
85_141	85_141_cont_03	4.3	1661638	1768777	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
85_141	85_141_cont_03	4.4	4322494	4398811	no_known_similarity	NA	NRPS	NRP
85_141	85_141_cont_03	4.5	5773518	5806682	no_known_similarity	NA	terpene	Terpene
85_141	85_141_cont_04	5.1	63953	90299	no_known_similarity	NA	terpene	Terpene
85_141	85_141_cont_04	5.2	2010160	2118719	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
85_141	85_141_cont_04	5.3	2127149	2197296	no_known_similarity	NA	NRPS	NRP
85_141	85_141_cont_04	5.4	2498691	2562533	choline	100	NRPS-like	NRP
85_141	85_141_cont_04	5.5	3485104	3516591	no_known_similarity	NA	indole	Indole
85_141	85_141_cont_04	5.6	4517239	4579251	no_known_similarity	NA	T3PKS	Polyketide
85_141	85_141_cont_04	5.7	4807436	4910812	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
85_141	85_141_cont_04	5.8	5066601	5132326	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_05	6.1	100191	172394	no_known_similarity	NA	NRPS	NRP
85_141	85_141_cont_05	6.2	795549	846275	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_05	6.3	967680	1057969	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_05	6.4	1082609	1164536	no_known_similarity	NA	fungal-RiPP-like	Other
85_141	85_141_cont_05	6.5	1503139	1566459	no_known_similarity	NA	NRPS-like	NRP
85_141	85_141_cont_05	6.6	1623309	1684773	cercosporin	31	T1PKS	Polyketide
85_141	85_141_cont_05	6.7	2476687	2567504	no_known_similarity	NA	fungal-RiPP-like	Other
85_141	85_141_cont_05	6.8	2823497	2846406	no_known_similarity	NA	terpene	Terpene
85_141	85_141_cont_05	6.9	2955987	2988038	no_known_similarity	NA	terpene	Terpene
85_141	85_141_cont_05	6.10	3002146	3066129	nectriapyrone C/nectriapyrone D/nectriapyrone	100	T1PKS	Polyketide
85_141	85_141_cont_05	6.11	4361767	4393412	no_known_similarity	NA	indole	Indole
85_141	85_141_cont_05	6.12	4651972	4716980	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_06	7.1	379711	472823	no_known_similarity	NA	fungal-RiPP-like	Other
85_141	85_141_cont_06	7.2	2636690	2697419	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_06	7.3	2960889	3016552	no_known_similarity	NA	NRPS-like	NRP
85_141	85_141_cont_06	7.4	3947858	4011037	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_06	7.5	4191388	4263201	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
85_141	85_141_cont_07	8.1	136929	200710	no_known_similarity	NA	T1PKS	Polyketide
85_141	85_141_cont_07	8.2	265759	342805	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
85_141	85_141_cont_07	8.3	563490	739254	ACE1	82	NRPS,T1PKS	NRP_PKS
85_141	85_141_cont_07	8.4	1574706	1614178	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_00	1.1	623768	675951	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_00	1.2	1642715	1746629	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_00	1.3	5533888	5600183	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
87_175	87_175_cont_00	1.4	6025208	6116201	no_known_similarity	NA	fungal-RiPP-like	Other
87_175	87_175_cont_00	1.5	6721077	6782009	no_known_similarity	NA	T3PKS	Polyketide
87_175	87_175_cont_01	2.1	902055	993260	no_known_similarity	NA	fungal-RiPP-like	Other
87_175	87_175_cont_01	2.2	1529368	1597153	epipyriculol	58	T1PKS	Polyketide
87_175	87_175_cont_01	2.3	5602544	5665253	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
87_175	87_175_cont_01	2.4	5803172	5864649	tenuazonic acid	75	NRPS	NRP_PKS
87_175	87_175_cont_01	2.5	5964111	6038693	no_known_similarity	NA	NRPS	NRP
87_175	87_175_cont_01	2.6	6203757	6267082	no_known_similarity	NA	NRPS-like	NRP
87_175	87_175_cont_02	3.1	1261833	1370394	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
87_175	87_175_cont_02	3.2	1378837	1448984	no_known_similarity	NA	NRPS	NRP
87_175	87_175_cont_02	3.3	1750414	1814256	choline	100	NRPS-like	NRP
87_175	87_175_cont_02	3.4	2737085	2768572	no_known_similarity	NA	indole	Indole
87_175	87_175_cont_02	3.5	3769738	3831750	no_known_similarity	NA	T3PKS	Polyketide
87_175	87_175_cont_02	3.6	4080986	4180122	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
87_175	87_175_cont_02	3.7	4335546	4401271	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_03	4.1	65799	92164	no_known_similarity	NA	terpene	Terpene
87_175	87_175_cont_03	4.2	1749198	1825123	no_known_similarity	NA	NRPS	NRP
87_175	87_175_cont_03	4.3	1935260	1999060	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_03	4.4	2143767	2210055	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
87_175	87_175_cont_03	4.5	2246026	2317095	no_known_similarity	NA	NRPS	NRP
87_175	87_175_cont_03	4.6	3594277	3725254	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
87_175	87_175_cont_03	4.7	3910135	3977728	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_03	4.8	4157742	4248818	no_known_similarity	NA	fungal-RiPP-like	Other
87_175	87_175_cont_04	5.1	131980	178433	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_04	5.2	376399	408044	no_known_similarity	NA	indole	Indole
87_175	87_175_cont_04	5.3	1785546	1812434	no_known_similarity	NA	terpene	Terpene
87_175	87_175_cont_04	5.4	1918379	1949617	no_known_similarity	NA	terpene	Terpene
87_175	87_175_cont_04	5.5	3085433	3146890	cercosporin	43	T1PKS	Polyketide
87_175	87_175_cont_04	5.6	3204388	3265127	no_known_similarity	NA	NRPS-like	NRP
87_175	87_175_cont_04	5.7	3599955	3690949	no_known_similarity	NA	fungal-RiPP-like	Other
87_175	87_175_cont_04	5.8	3712372	3804575	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_04	5.9	3920863	3988587	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_04	5.10	4623146	4695349	no_known_similarity	NA	NRPS	NRP
87_175	87_175_cont_05	6.1	17	39163	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_05	6.2	1434284	1501054	scytalone/T3HN	60	T1PKS	Polyketide
87_175	87_175_cont_05	6.3	3071869	3162800	no_known_similarity	NA	fungal-RiPP-like	Other
87_175	87_175_cont_06	7.1	1237200	1313517	no_known_similarity	NA	NRPS	NRP
87_175	87_175_cont_06	7.2	2616303	2649467	no_known_similarity	NA	terpene	Terpene
87_175	87_175_cont_07	8.1	916954	1024099	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
87_175	87_175_cont_07	8.2	1589105	1621812	clavaric acid	100	terpene	Terpene
87_175	87_175_cont_07	8.3	2489239	2552889	no_known_similarity	NA	NRPS-like	NRP
87_175	87_175_cont_08	9.1	74474	146287	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
87_175	87_175_cont_08	9.2	320685	363110	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_08	9.3	1336918	1400594	no_known_similarity	NA	NRPS-like	NRP
87_175	87_175_cont_08	9.4	1584633	1651375	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_09	10.1	153950	211582	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_09	10.2	276638	353703	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
87_175	87_175_cont_09	10.3	568232	744028	ACE1	82	NRPS,T1PKS	NRP_PKS
87_175	87_175_cont_09	10.4	1606611	1646063	no_known_similarity	NA	T1PKS	Polyketide
87_175	87_175_cont_10	11.1	335416	428528	no_known_similarity	NA	fungal-RiPP-like	Other
AG002	AG002_chr1_con4	4.1	1	67991	no_known_similarity	NA	NRPS	NRP
AG002	AG002_chr1_con5	5.1	221303	254467	no_known_similarity	NA	terpene	Terpene
AG002	AG002_chr1_con5	5.2	2263134	2339978	no_known_similarity	NA	NRPS	NRP
AG002	AG002_chr1_con7	7.1	120227	154136	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr1_con9	9.1	111737	138049	no_known_similarity	NA	indole	Indole
AG002	AG002_chr2_con2	11.1	81548	153361	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
AG002	AG002_chr2_con2	11.2	315019	380063	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr2_con2	11.3	1313776	1377452	no_known_similarity	NA	NRPS-like	NRP
AG002	AG002_chr2_con2	11.4	1636844	1703586	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr2_con2	11.5	3179324	3240095	no_known_similarity	NA	T3PKS	Polyketide
AG002	AG002_chr2_con4	13.1	309802	435919	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
AG002	AG002_chr2_con4	13.2	862352	928647	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
AG002	AG002_chr2_con5	14.1	3014671	3077707	scytalone/T3HN	60	T1PKS	Polyketide
AG002	AG002_chr2_con5	14.2	4132668	4194691	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr2_con6	15.1	766593	925690	ACE1	88	NRPS,T1PKS	NRP_PKS
AG002	AG002_chr2_con6	15.2	1134574	1211635	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
AG002	AG002_chr2_con6	15.3	1275123	1343488	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr3_con1	16.1	883667	974872	no_known_similarity	NA	fungal-RiPP-like	Other
AG002	AG002_chr3_con3	18.1	528610	596395	epipyriculol	58	T1PKS	Polyketide
AG002	AG002_chr3_con3	18.2	4634505	4697231	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
AG002	AG002_chr3_con3	18.3	4835118	4896604	tenuazonic acid	75	NRPS	NRP_PKS
AG002	AG002_chr3_con3	18.4	5076670	5151252	no_known_similarity	NA	NRPS	NRP
AG002	AG002_chr3_con3	18.5	5319893	5383218	no_known_similarity	NA	NRPS-like	NRP
AG002	AG002_chr4_con1	20.1	8220	70243	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr4_con2	21.1	63804	90166	no_known_similarity	NA	terpene	Terpene
AG002	AG002_chr4_con2	21.2	1973619	2082186	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
AG002	AG002_chr4_con2	21.3	2088567	2160748	no_known_similarity	NA	NRPS	NRP
AG002	AG002_chr4_con2	21.4	2462021	2525863	choline	100	NRPS-like	NRP
AG002	AG002_chr4_con2	21.5	3453455	3484942	no_known_similarity	NA	indole	Indole
AG002	AG002_chr4_con2	21.6	4478403	4540415	no_known_similarity	NA	T3PKS	Polyketide
AG002	AG002_chr4_con2	21.7	4793177	4898619	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
AG002	AG002_chr4_con2	21.8	5050841	5116566	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr5_con1	22.1	120919	181457	no_known_similarity	NA	T1PKS	Polyketide
AG002	AG002_chr5_con1	22.2	230679	262324	no_known_similarity	NA	indole	Indole
AG002	AG002_chr5_con1	22.3	1644772	1671667	no_known_similarity	NA	terpene	Terpene
